"symbol","action","fullName","firstName","lastName","amount","asset","disclosureYear","disclosureDate","transactionDate","url"
"LZ","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","LegalZoom.com Inc","2021","2021-11-28","2021-11-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019896.pdf"
"SCI","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Service Corporation International","2021","2021-11-18","2021-11-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019852.pdf"
"SCI","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Service Corporation International","2021","2021-11-18","2021-11-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019852.pdf"
"SCI","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Service Corporation International","2021","2021-11-18","2021-11-09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019852.pdf"
"SCI","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Service Corporation International","2021","2021-11-18","2021-11-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019852.pdf"
"DECK","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Deckers Outdoor Corporation","2021","2021-11-15","2021-11-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019829.pdf"
"VMW","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","VMWare Inc Note - 1.4% maturity at 08/15/2026","2021","2021-11-10","2021-09-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019796.pdf"
"H","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Hyatt Hotels Corp Bond - 1.3% maturity date 10/01/2023","2021","2021-11-10","2021-11-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019795.pdf"
"TMO","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Thermo Fisher Scientific Inc","2021","2021-11-08","2021-10-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019777.pdf"
"ICE","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Intercontinental Exchange Inc","2021","2021-11-08","2021-10-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019777.pdf"
"BX","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Blackstone Inc","2021","2021-11-08","2021-10-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019777.pdf"
"BKNG","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Booking Holdings Inc","2021","2021-11-08","2021-10-29","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019776.pdf"
"DECK","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Deckers Outdoor Corporation","2021","2021-10-16","2021-10-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019638.pdf"
"--","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Hyatt Hotels Corp Note","2021","2021-10-07","2021-09-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019596.pdf"
"--","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Hyatt Hotels Corp Note","2021","2021-10-07","2021-09-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019595.pdf"
"BLK","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","BlackRock Inc","2021","2021-10-04","2021-09-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019570.pdf"
"VMW","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","VMWare Inc","2021","2021-09-14","2021-09-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019483.pdf"
"TMUS","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","T-Mobile USA","2021","2021-09-14","2021-08-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019483.pdf"
"GM","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","General Motors Company","2021","2021-09-14","2021-08-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019483.pdf"
"BKNG","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Booking Holdings Inc","2021","2021-09-14","2021-08-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019483.pdf"
"GM","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","General Motors Company","2021","2021-09-14","2021-08-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019482.pdf"
"BKNG","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Booking Holdings Inc","2021","2021-09-14","2021-08-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019482.pdf"
"GM","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","General Motors Company","2021","2021-09-14","2021-08-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019481.pdf"
"BKNG","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Booking Holdings Inc","2021","2021-09-14","2021-08-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019481.pdf"
"KHC","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Kraft Heinz Foods Co - Corp Bond at 3% 06/01/2026","2021","2021-08-30","2021-08-10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019403.pdf"
"LZ","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","LegalZoom.com Inc","2021","2021-08-30","2021-08-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019402.pdf"
"LZ","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","LegalZoom.com Inc","2021","2021-08-30","2021-08-13","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019402.pdf"
"DECK","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Deckers Outdoor Corporation","2021","2021-08-12","2021-08-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019309.pdf"
"DECK","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Deckers Outdoor Corporation","2021","2021-08-12","2021-08-02","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019309.pdf"
"DECK","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Deckers Outdoor Corporation","2021","2021-08-12","2021-08-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019309.pdf"
"BSX","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Boston Scientific Corporation","2021","2021-08-12","2021-08-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019309.pdf"
"BSX","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Boston Scientific Corporation","2021","2021-08-12","2021-08-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019309.pdf"
"BSX","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Boston Scientific Corporation","2021","2021-08-12","2021-08-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019309.pdf"
"BSX","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Boston Scientific Corporation","2021","2021-08-12","2021-08-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019309.pdf"
"BSX","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Boston Scientific Corporation","2021","2021-08-12","2021-08-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019309.pdf"
"DECK","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Deckers Outdoor Corporation","2021","2021-08-07","2021-07-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019253.pdf"
"KRE","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","SPDR S&P Regional Banking ETF","2021","2021-07-16","2021-07-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019100.pdf"
"UBER","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Uber Technologies Inc","2021","2021-07-15","2021-07-07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019098.pdf"
"KRE","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","SPDR S&P Regional Banking ETF","2021","2021-07-15","2021-07-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019098.pdf"
"JNJ","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Johnson & Johnson","2021","2021-07-15","2021-07-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019097.pdf"
"KRE","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","SPDR S&P Regional Banking ETF","2021","2021-07-15","2021-07-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019096.pdf"
"--","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Kraft Heinz Foods Co","2021","2021-07-10","2021-06-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019068.pdf"
"COIN","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Coinbase Global Inc - Class A","2021","2021-07-06","2021-04-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019033.pdf"
"COIN","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Coinbase Global Inc - Class A","2021","2021-07-05","2021-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019028.pdf"
"SPGI","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","S&P Global Inc.","2021","2021-06-13","2021-06-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018913.pdf"
"SPGI","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","S&P Global Inc.","2021","2021-06-13","2021-06-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018913.pdf"
"FIS","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Fidelity National Information Services, Inc.","2021","2021-06-13","2021-06-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018913.pdf"
"FIS","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Fidelity National Information Services, Inc.","2021","2021-06-13","2021-06-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018912.pdf"
"SPGI","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","S&P Global Inc","2021","2021-06-13","2021-06-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018911.pdf"
"SPGI","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","S&P Global Inc","2021","2021-06-13","2021-06-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018911.pdf"
"FIS","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Fidelity National Information Services Inc","2021","2021-06-13","2021-06-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018911.pdf"
"VRSK","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Verisk Analytics Inc","2021","2021-06-06","2021-05-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018857.pdf"
"SPCE","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Virgin Galactic Holdings Inc","2021","2021-05-24","2021-05-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018803.pdf"
"KTOS","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Kratos Defense & Security Solutions Inc","2021","2021-05-24","2021-05-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018803.pdf"
"KTOS","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Kratos Defense & Security Solutions Inc","2021","2021-05-24","2021-05-12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018803.pdf"
"KTOS","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Kratos Defense & Security Solutions Inc","2021","2021-05-24","2021-05-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018803.pdf"
"SCI","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Service Corp International - Bond","2021","2021-05-17","2021-04-13","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018667.pdf"
"--","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Outfront Media Inc Ser B Note 5.625% Due 2/15/2024","2021","2021-05-17","2019-05-31","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018667.pdf"
"LB","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Limited Brands Inc","2021","2021-05-17","2019-06-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018667.pdf"
"--","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Lennar Corp Note Call Make Whole","2021","2021-05-17","2020-11-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018667.pdf"
"FNF","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Fidelity National Information Services","2021","2021-05-17","2019-12-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018667.pdf"
"DKNG","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","DraftKings Inc - Class A","2021","2021-05-17","2020-02-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018667.pdf"
"DKNG","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","DraftKings Inc - Class A","2021","2021-05-17","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018667.pdf"
"--","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","CBS Outdoor AMERS CAP LLC","2021","2021-05-17","2020-07-31","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018667.pdf"
"--","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Bank of America Corp MTN Call Make WHole","2021","2021-05-17","2020-10-01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018667.pdf"
"MDLZ","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Mondelez International","2021","2021-04-15","2021-03-31","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018593.pdf"
"FNF","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Fidelity National Information Svcs","2021","2021-04-15","2021-03-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018593.pdf"
"CDW","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","CDW LLC / CDW FIN","2021","2021-04-15","2021-04-01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018593.pdf"
"NVDA","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","NVIDIA Corporation","2021","2021-04-04","2021-03-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018514.pdf"
"TOL","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Toll Brothers Finance","2021","2021-04-04","2021-03-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018513.pdf"
"NFLX","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Netflix","2021","2021-04-04","2021-03-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018513.pdf"
"KRE","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","SPDR S&P Regional Banking ETF","2021","2021-03-28","2021-03-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018475.pdf"
"ADSK","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Autodesk Inc","2021","2021-03-28","2021-03-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018475.pdf"
"--","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Ares Capital","2021","2021-03-28","2021-03-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018475.pdf"
"ADBE","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 -","Adobe Inc","2021","2021-03-28","2021-03-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018475.pdf"
"KRE","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","SPDR S&P Regional Banking ETF","2021","2021-03-28","2021-03-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018474.pdf"
"KRE","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","SPDR S&P Regional Banking ETF","2021","2021-03-28","2021-03-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018473.pdf"
"NVDA","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","NVIDIA Corporation","2021","2021-03-23","2021-03-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf"
"COLD","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Americold Realty Trust Common Shares","2021","2021-03-23","2021-03-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf"
"COLD","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Americold Realty Trust Common Shares","2021","2021-03-23","2021-03-12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf"
"ADBE","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Adobe Inc","2021","2021-03-23","2021-03-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf"
"COLD","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Americold Realty Trust Common Shares","2021","2021-03-23","2021-03-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018452.pdf"
"COLD","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Americold Realty Trust Common Shares","2021","2021-03-23","2021-03-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018451.pdf"
"--","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Outfront Media","2021","2021-03-23","2021-02-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018450.pdf"
"--","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$15,001 - $50,000","Celegene Corp","2021","2021-03-23","2021-02-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018450.pdf"
"DD","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","DuPont De Nemours, Inc","2021","2021-03-23","2021-02-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018449.pdf"
"--","purchase","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Zimmer Biomet Holdings","2021","2021-03-23","2021-02-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018448.pdf"
"--","sale_full","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Zimmer Biomet Holdings","2021","2021-03-23","2021-02-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018447.pdf"
"--","sale_partial","Hon. Alan S. Lowenthal","Alan","Lowenthal","$1,001 - $15,000","Zimmer Biomet Holdings","2021","2021-03-23","2021-01-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018447.pdf"
