symbol,name,lastsale,netchange,pctchange,marketCap,url
AGFS,"AgroFresh Solutions, Inc. Common Stock",$2.9425,-0.0075,-0.254%,"156,106,546",/market-activity/stocks/agfs
AGFY,Agrify Corporation Common Stock,$1.09,0.05,4.808%,"9,675,235",/market-activity/stocks/agfy
AGGR,Agile Growth Corp. Class A Ordinary Share,$10.02,UNCH,--,"388,275,000",/market-activity/stocks/aggr
AGGRW,Agile Growth Corp. Warrant.,$0.01,-0.0014,-12.281%,NA,/market-activity/stocks/aggrw
AGI,Alamos Gold Inc. Class A Common Shares,$9.97,0.27,2.784%,"3,914,028,891",/market-activity/stocks/agi
AGIL,"AgileThought, Inc. Class A Common Stock",$4.09,0.04,0.988%,"197,315,432",/market-activity/stocks/agil
AGIO,"Agios Pharmaceuticals, Inc. Common Stock",$29.52,-0.62,-2.057%,"1,621,972,149",/market-activity/stocks/agio
AGL,"agilon health, inc. Common Stock",$18.005,0.445,2.534%,"7,415,445,422",/market-activity/stocks/agl
AGLE,"Aeglea BioTherapeutics, Inc. Common Stock",$0.4248,0.0098,2.361%,"26,129,906",/market-activity/stocks/agle
AGM,Federal Agricultural Mortgage Corporation Common Stock,$126.26,0.41,0.326%,"1,363,685,902",/market-activity/stocks/agm
AGM^C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,$31.30,UNCH,--,NA,/market-activity/stocks/agm^c
AGM^D,"Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D",$22.63,UNCH,--,NA,/market-activity/stocks/agm^d
AGM^E,"Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock, Series E",$21.92,0.07,0.32%,NA,/market-activity/stocks/agm^e
AGM^F,"Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock, Series F",$19.674,-0.326,-1.63%,NA,/market-activity/stocks/agm^f
AGM^G,"Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock, Series G",$18.99,0.01,0.053%,NA,/market-activity/stocks/agm^g
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,$1.63,UNCH,--,"47,092,420",/market-activity/stocks/agmh
AGNC,AGNC Investment Corp. Common Stock,$10.1699,0.1799,1.801%,"5,813,333,910",/market-activity/stocks/agnc
AGNCL,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",$21.85,0.10,0.46%,NA,/market-activity/stocks/agncl
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,$20.66,-0.33,-1.572%,NA,/market-activity/stocks/agncm
AGNCN,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",$24.629,-0.041,-0.166%,NA,/market-activity/stocks/agncn
AGNCO,"AGNC Investment Corp. Depositary Shares, each representing a 1/1,000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",$21.3478,-0.2322,-1.076%,NA,/market-activity/stocks/agnco
AGNCP,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",$20.5913,0.0213,0.104%,NA,/market-activity/stocks/agncp
AGO,Assured Guaranty Ltd. Common Stock,$66.50,-0.07,-0.105%,"3,989,631,457",/market-activity/stocks/ago
AGR,"Avangrid, Inc. Common Stock",$43.345,0.575,1.344%,"16,758,227,293",/market-activity/stocks/agr
AGRI,AgriFORCE  Growing Systems Ltd. Common Shares,$1.34,0.01,0.752%,"21,056,219",/market-activity/stocks/agri
AGRO,Adecoagro S.A. Common Shares,$8.03,-0.23,-2.785%,"878,876,972",/market-activity/stocks/agro
AGRX,"Agile Therapeutics, Inc. Common Stock",$0.2073,-0.0027,-1.286%,"8,419,391",/market-activity/stocks/agrx
AGS,"PlayAGS, Inc. Common Stock",$5.30,UNCH,--,"200,123,606",/market-activity/stocks/ags
AGTC,Applied Genetic Technologies Corporation Common Stock,$0.3936,0.0048,1.235%,"26,620,032",/market-activity/stocks/agtc
AGTI,"Agiliti, Inc. Common Stock",$16.53,0.02,0.121%,"2,204,073,718",/market-activity/stocks/agti
AGX,"Argan, Inc. Common Stock",$37.645,-0.305,-0.804%,"522,670,521",/market-activity/stocks/agx
AGYS,"Agilysys, Inc. Common Stock (DE)",$66.83,0.43,0.648%,"1,675,058,597",/market-activity/stocks/agys
AHCO,AdaptHealth Corp. Common Stock,$22.825,0.515,2.308%,"3,075,250,254",/market-activity/stocks/ahco
AHG,Akso Health Group ADS,$0.385,-0.0001,-0.026%,"27,519,242",/market-activity/stocks/ahg
AHH,"Armada Hoffler Properties, Inc. Common Stock",$12.28,0.13,1.07%,"831,722,423",/market-activity/stocks/ahh
AHH^A,"Armada Hoffler Properties, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock",$20.58,0.08,0.39%,NA,/market-activity/stocks/ahh^a
AHI,Advanced Human Imaging Limited. American Depositary Shares,$0.5121,0.1021,24.902%,"12,198,908",/market-activity/stocks/ahi
AHL^C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,$23.19,0.04,0.173%,NA,/market-activity/stocks/ahl^c
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,$20.05,0.15,0.754%,NA,/market-activity/stocks/ahl^d
AHL^E,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares",$20.10,0.18,0.904%,NA,/market-activity/stocks/ahl^e
AHPI,"Allied Healthcare Products, Inc. Common Stock",$1.1646,0.0146,1.27%,"4,674,165",/market-activity/stocks/ahpi
AHRN,Ahren Acquisition Corp. Class A Ordinary Shares,$10.18,UNCH,--,"381,747,455",/market-activity/stocks/ahrn
AHRNW,Ahren Acquisition Corp. Warrants,$0.14,0.07,100.00%,NA,/market-activity/stocks/ahrnw
AHT,Ashford Hospitality Trust Inc Common Stock,$6.45,-0.06,-0.922%,"222,518,505",/market-activity/stocks/aht
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,$21.08,-1.79,-7.827%,NA,/market-activity/stocks/aht^d
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,$17.75,0.23,1.313%,NA,/market-activity/stocks/aht^f
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,$17.96,-0.13,-0.719%,NA,/market-activity/stocks/aht^g
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,$16.9122,0.0322,0.191%,NA,/market-activity/stocks/aht^h
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,$17.31,-0.185,-1.057%,NA,/market-activity/stocks/aht^i
AI,"C3.ai, Inc. Class A Common Stock",$13.275,0.265,2.037%,"1,440,092,297",/market-activity/stocks/ai
AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,$23.78,-0.42,-1.736%,NA,/market-activity/stocks/aic
AIF,Apollo Tactical Income Fund Inc. Common Stock,$12.4201,0.0201,0.162%,"179,644,649",/market-activity/stocks/aif
AIG,"American International Group, Inc. New Common Stock",$62.955,-0.155,-0.246%,"54,237,352,584",/market-activity/stocks/aig
AIG^A,"American International Group, Inc. Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock",$24.04,0.43,1.821%,NA,/market-activity/stocks/aig^a
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,$1.235,-0.155,-11.151%,"38,770,659",/market-activity/stocks/aih
AIHS,Senmiao Technology Limited Common Stock,$0.8802,-0.0098,-1.101%,"38,164,432",/market-activity/stocks/aihs
AIKI,AIkido Pharma Inc. Common Stock,$3.5092,0.0892,2.608%,"19,248,299",/market-activity/stocks/aiki
AIM,AIM ImmunoTech Inc. Common Stock,$0.4053,0.0003,0.074%,"16,086,362",/market-activity/stocks/aim
AIMC,Altra Industrial Motion Corp. Common Stock,$58.63,0.01,0.017%,"3,820,883,915",/market-activity/stocks/aimc
AIMD,"Ainos, Inc. Common Stock",$0.6424,0.0323,5.294%,"12,855,453",/market-activity/stocks/aimd
AIMDW,"Ainos, Inc. Warrants",$0.4179,0.0179,4.475%,NA,/market-activity/stocks/aimdw
AIN,Albany International Corporation Common Stock,$101.77,0.40,0.395%,"3,165,047,000",/market-activity/stocks/ain
AINC,Ashford Inc. (Holding Company) Common Stock,$14.23,0.19,1.353%,"44,327,318",/market-activity/stocks/ainc
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,$17.5961,0.2061,1.185%,"604,267,177",/market-activity/stocks/aio
AIP,"Arteris, Inc. Common Stock",$4.95,UNCH,--,"165,454,725",/market-activity/stocks/aip
AIR,AAR Corp. Common Stock,$46.745,0.185,0.397%,"1,655,029,350",/market-activity/stocks/air
AIRC,Apartment Income REIT Corp. Common Stock,$38.305,0.255,0.67%,"5,743,004,336",/market-activity/stocks/airc
AIRG,"Airgain, Inc. Common Stock",$7.9844,0.1144,1.454%,"81,628,801",/market-activity/stocks/airg
AIRI,Air Industries Group Common Stock,$5.6695,-0.0772,-1.343%,"18,414,179",/market-activity/stocks/airi
AIRS,"AirSculpt Technologies, Inc. Common Stock",$3.62,0.04,1.117%,"203,344,258",/market-activity/stocks/airs
AIRT,"Air T, Inc. Common Stock",$22.98,-0.39,-1.669%,"65,338,482",/market-activity/stocks/airt
AIRTP,"Air T, Inc. Air T Funding Alpha Income Trust Preferred Securities",$21.60,-0.40,-1.818%,NA,/market-activity/stocks/airtp
AIT,"Applied Industrial Technologies, Inc. Common Stock",$133.7428,1.2528,0.946%,"5,158,722,199",/market-activity/stocks/ait
AIU,Meta Data Limited ADS,$1.05,UNCH,--,"15,342,242",/market-activity/stocks/aiu
AIV,Apartment Investment and Management Company Common Stock,$8.40,0.02,0.239%,"1,273,710,304",/market-activity/stocks/aiv
AIZ,"Assurant, Inc. Common Stock",$128.75,0.53,0.413%,"6,802,046,484",/market-activity/stocks/aiz
AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",$21.3501,-0.0999,-0.466%,NA,/market-activity/stocks/aizn
AJG,Arthur J. Gallagher & Co. Common Stock,$198.855,-0.255,-0.128%,"41,926,667,543",/market-activity/stocks/ajg
AJRD,"Aerojet Rocketdyne Holdings, Inc. Common Stock",$52.47,0.47,0.904%,"4,225,548,250",/market-activity/stocks/ajrd
AJX,Great Ajax Corp. Common Stock,$7.825,0.025,0.321%,"179,134,861",/market-activity/stocks/ajx
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,$24.29,UNCH,--,NA,/market-activity/stocks/ajxa
AKA,a.k.a. Brands Holding Corp. Common Stock,$1.87,0.07,3.889%,"240,885,467",/market-activity/stocks/aka
AKAM,"Akamai Technologies, Inc. Common Stock",$95.365,0.505,0.532%,"14,995,411,177",/market-activity/stocks/akam
AKAN,Akanda Corp. Common Shares,$0.2136,-0.0065,-2.953%,"7,270,384",/market-activity/stocks/akan
AKBA,"Akebia Therapeutics, Inc. Common Stock",$0.284,0.0135,4.991%,"52,245,232",/market-activity/stocks/akba
AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,$10.04,-0.01,-0.10%,"295,276,400",/market-activity/stocks/akic
AKICW,Sports Ventures Acquisition Corp. Warrant,$0.007,0.0017,32.075%,NA,/market-activity/stocks/akicw
AKLI,"Akili, Inc. Common Stock",$1.47,0.01,0.685%,"114,525,857",/market-activity/stocks/akli
AKO/A,Embotelladora Andina S.A.,$9.29,0.29,3.222%,NA,/market-activity/stocks/ako/a
AKO/B,Embotelladora Andina S.A.,$11.58,UNCH,--,NA,/market-activity/stocks/ako/b
AKR,Acadia Realty Trust Common Stock,$15.485,0.105,0.683%,"1,470,404,747",/market-activity/stocks/akr
AKRO,"Akero Therapeutics, Inc. Common Stock",$46.13,-0.37,-0.796%,"2,157,185,770",/market-activity/stocks/akro
AKTS,"Akoustis Technologies, Inc. Common Stock",$3.85,0.05,1.316%,"221,257,602",/market-activity/stocks/akts
AKTX,Akari Therapeutics plc ADS,$0.5501,-0.0025,-0.452%,"32,647,979",/market-activity/stocks/aktx
AKU,Akumin Inc. Common Stock (DE),$1.05,UNCH,--,"94,144,589",/market-activity/stocks/aku
AKUS,"Akouos, Inc. Common Stock",$13.29,0.14,1.065%,"491,015,144",/market-activity/stocks/akus
AKYA,"Akoya BioSciences, Inc. Common Stock",$13.26,0.28,2.157%,"503,294,664",/market-activity/stocks/akya
AL,Air Lease Corporation Class A Common Stock,$38.995,0.375,0.971%,"4,324,237,323",/market-activity/stocks/al
AL^A,"Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series A",$23.8823,0.0823,0.346%,NA,/market-activity/stocks/al^a
ALB,Albemarle Corporation Common Stock,$275.03,-2.96,-1.065%,"32,220,532,934",/market-activity/stocks/alb
ALBO,"Albireo Pharma, Inc. Common Stock",$22.30,0.22,0.996%,"461,638,611",/market-activity/stocks/albo
ALBT,Avalon GloboCare Corp. Common Stock,$0.3962,-0.0176,-4.253%,"39,613,835",/market-activity/stocks/albt
ALC,Alcon Inc. Ordinary Shares,$70.14,1.25,1.814%,"34,374,700,847",/market-activity/stocks/alc
ALCC,AltC Acquisition Corp. Class A Common Stock,$9.85,-0.01,-0.101%,"629,907,500",/market-activity/stocks/alcc
ALCO,"Alico, Inc. Common Stock",$31.25,0.32,1.035%,"237,093,594",/market-activity/stocks/alco
ALDX,"Aldeyra Therapeutics, Inc. Common Stock",$6.00,0.40,7.143%,"351,360,468",/market-activity/stocks/aldx
ALE,"Allete, Inc.",$67.10,0.90,1.36%,"3,835,562,014",/market-activity/stocks/ale
ALEC,"Alector, Inc. Common Stock",$8.50,0.01,0.118%,"702,963,082",/market-activity/stocks/alec
ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",$19.92,0.17,0.861%,"1,445,081,161",/market-activity/stocks/alex
ALG,"Alamo Group, Inc. Common Stock",$150.73,0.23,0.153%,"1,803,668,793",/market-activity/stocks/alg
ALGM,"Allegro MicroSystems, Inc. Common Stock",$30.88,-0.26,-0.835%,"5,907,595,394",/market-activity/stocks/algm
ALGN,"Align Technology, Inc. Common Stock",$198.90,2.24,1.139%,"15,536,546,614",/market-activity/stocks/algn
ALGS,"Aligos Therapeutics, Inc. Common Stock",$0.97,-0.03,-3.00%,"41,531,125",/market-activity/stocks/algs
ALGT,Allegiant Travel Company Common Stock,$84.55,1.94,2.348%,"1,555,599,009",/market-activity/stocks/algt
ALHC,"Alignment Healthcare, Inc. Common Stock",$13.16,-0.14,-1.053%,"2,464,354,510",/market-activity/stocks/alhc
ALIM,"Alimera Sciences, Inc. Common Stock",$3.46,0.01,0.29%,"24,249,348",/market-activity/stocks/alim
ALIT,"Alight, Inc. Class A Common Stock",$8.675,0.045,0.521%,"4,081,020,693",/market-activity/stocks/alit
ALK,"Alaska Air Group, Inc. Common Stock",$47.74,0.30,0.632%,"6,055,238,052",/market-activity/stocks/alk
ALKS,Alkermes plc Ordinary Shares,$25.18,0.40,1.614%,"4,137,385,124",/market-activity/stocks/alks
ALKT,"Alkami Technology, Inc. Common Stock",$12.84,0.27,2.148%,"1,174,577,481",/market-activity/stocks/alkt
ALL,Allstate Corporation (The) Common Stock,$131.28,-2.62,-1.957%,"34,816,712,875",/market-activity/stocks/all
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,$24.68,0.03,0.122%,NA,/market-activity/stocks/all^b
ALL^G,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series G",$23.42,0.02,0.085%,NA,/market-activity/stocks/all^g
ALL^H,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H",$22.06,0.32,1.472%,NA,/market-activity/stocks/all^h
ALL^I,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I",$20.70,-0.11,-0.529%,NA,/market-activity/stocks/all^i
ALLE,Allegion plc Ordinary Shares,$115.26,1.61,1.417%,"10,124,994,184",/market-activity/stocks/alle
ALLG,Allego N.V. Ordinary Share,$3.24,0.09,2.857%,"861,330,163",/market-activity/stocks/allg
ALLK,Allakos Inc. Common Stock,$8.53,0.28,3.394%,"726,786,682",/market-activity/stocks/allk
ALLO,"Allogene Therapeutics, Inc. Common Stock",$9.45,-0.41,-4.158%,"1,362,785,955",/market-activity/stocks/allo
ALLR,"Allarity Therapeutics, Inc. Common Stock",$0.43,-0.019,-4.232%,"4,411,868",/market-activity/stocks/allr
ALLT,Allot Ltd. Ordinary Shares,$3.7403,0.0303,0.817%,"139,648,305",/market-activity/stocks/allt
ALLY,Ally Financial Inc. Common Stock,$25.825,-1.185,-4.387%,"7,712,556,193",/market-activity/stocks/ally
ALNY,"Alnylam Pharmaceuticals, Inc. Common Stock",$222.115,1.525,0.691%,"27,326,416,195",/market-activity/stocks/alny
ALOR,ALSP Orchid Acquisition Corporation I Class A Ordinary Share,$10.21,UNCH,--,"229,495,275",/market-activity/stocks/alor
ALORU,ALSP Orchid Acquisition Corporation I Unit,$10.20,UNCH,--,NA,/market-activity/stocks/aloru
ALORW,ALSP Orchid Acquisition Corporation I Warrant,$0.0303,-0.0007,-2.258%,NA,/market-activity/stocks/alorw
ALOT,"AstroNova, Inc. Common Stock",$11.71,-0.04,-0.34%,"86,030,536",/market-activity/stocks/alot
ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,$9.89,0.02,0.203%,"195,515,519",/market-activity/stocks/alpa
ALPN,"Alpine Immune Sciences, Inc. Common Stock",$6.14,-0.14,-2.229%,"281,914,619",/market-activity/stocks/alpn
ALPP,"Alpine 4 Holdings, Inc. Class A Common Stock",$0.6174,0.0074,1.213%,"123,177,006",/market-activity/stocks/alpp
ALPS,"Alpine Summit Energy Partners, Inc. Class A Subordinate Voting Shares",$5.46,0.09,1.676%,"273,507,807",/market-activity/stocks/alps
ALR,AlerisLife Inc. Common Stock,$0.7895,-0.0016,-0.202%,"25,744,811",/market-activity/stocks/alr
ALRM,"Alarm.com Holdings, Inc. Common Stock",$50.53,0.63,1.263%,"2,521,993,937",/market-activity/stocks/alrm
ALRN,"Aileron Therapeutics, Inc. Common Stock",$2.80,0.03,1.083%,"12,715,301",/market-activity/stocks/alrn
ALRS,Alerus Financial Corporation Common Stock,$23.8826,0.2226,0.941%,"477,348,070",/market-activity/stocks/alrs
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,$10.25,0.06,0.589%,"150,418,750",/market-activity/stocks/alsa
ALSAR,Alpha Star Acquisition Corporation Rights,$0.101,0.0009,0.899%,NA,/market-activity/stocks/alsar
ALSN,"Allison Transmission Holdings, Inc. Common Stock",$44.7999,-0.0001,0.00%,"4,143,562,732",/market-activity/stocks/alsn
ALT,"Altimmune, Inc. Common Stock",$10.57,0.62,6.231%,"519,611,222",/market-activity/stocks/alt
ALTG,Alta Equipment Group Inc. Class A Common Stock,$12.23,0.19,1.578%,"393,735,592",/market-activity/stocks/altg
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),$25.50,0.2403,0.951%,NA,/market-activity/stocks/altg^a
ALTO,"Alto Ingredients, Inc. Common Stock",$3.52,0.03,0.86%,"260,328,654",/market-activity/stocks/alto
ALTR,Altair Engineering Inc. Class A Common Stock,$50.23,1.16,2.364%,"4,025,553,656",/market-activity/stocks/altr
ALTU,Altitude Acquisition Corp. Class A Common Stock,$9.8901,-0.0099,-0.10%,"124,170,710",/market-activity/stocks/altu
ALTUW,Altitude Acquisition Corp. Warrant,$0.0499,UNCH,--,NA,/market-activity/stocks/altuw
ALV,"Autoliv, Inc. Common Stock",$88.50,0.10,0.113%,"7,685,038,215",/market-activity/stocks/alv
ALVO,Alvotech Ordinary Shares,$6.30,0.14,2.273%,"1,566,491,882",/market-activity/stocks/alvo
ALVOW,Alvotech Warrant,$0.56,-0.0208,-3.581%,NA,/market-activity/stocks/alvow
ALVR,"AlloVir, Inc. Common Stock",$7.60,0.09,1.198%,"476,287,235",/market-activity/stocks/alvr
ALX,"Alexander's, Inc. Common Stock",$243.50,-0.74,-0.303%,"1,243,625,115",/market-activity/stocks/alx
ALXO,ALX Oncology Holdings Inc. Common Stock,$11.12,0.02,0.18%,"453,200,626",/market-activity/stocks/alxo
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,$1.76,0.01,0.571%,"166,408,568",/market-activity/stocks/alya
ALZN,"Alzamend Neuro, Inc. Common Stock",$1.17,0.02,1.739%,"112,805,695",/market-activity/stocks/alzn
AM,Antero Midstream Corporation Common Stock,$11.595,0.265,2.339%,"5,548,028,520",/market-activity/stocks/am
AMAL,Amalgamated Financial Corp. Common Stock (DE),$26.535,-0.135,-0.506%,"813,889,560",/market-activity/stocks/amal
AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),$0.5297,0.0398,8.124%,"20,456,142",/market-activity/stocks/amam
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,$10.04,0.05,0.501%,"34,826,832",/market-activity/stocks/amao
AMAOU,American Acquisition Opportunity Inc. Units,$10.25,0.26,2.603%,NA,/market-activity/stocks/amaou
AMAOW,American Acquisition Opportunity Inc. Warrant,$0.0395,0.0155,64.583%,NA,/market-activity/stocks/amaow
